name,userName,ticker,reports,quarters,points,pointsPerEstimate,errorRate,accuracy
"Richard Davis, CFA",Canaccord_146,BOX,Mar 2,10,-18,-1.8,0.27,0.20
"Richard Davis, CFA",Canaccord_146,ADBE,Dec 16,10,-42,-4.2,0.04,0.27
"Richard Davis, CFA",Canaccord_146,MSFT,Jan 27,10,-22,-2.2,0.10,0.12
"Richard Davis, CFA",Canaccord_146,TEAM,Jan 20,10,128,12.8,0.11,0.45
"Richard Davis, CFA",Canaccord_146,TWLO,Feb 15,10,14,1.4,0.47,0.21
"Richard Davis, CFA",Canaccord_146,ALTR,Mar 3,9,132,13.9,0.29,0.58
"Richard Davis, CFA",Canaccord_146,PLAN,Mar 2,9,142,15.8,0.23,0.51
"Richard Davis, CFA",Canaccord_146,SMAR,Mar 22,8,109,13.6,0.37,0.40
"Richard Davis, CFA",Canaccord_146,ESTC,Mar 2,7,-45,-6.4,0.53,0.11
Analyst_5300562,Analyst_5300562,FB,Feb 2,13,263,20.2,0.07,0.64
Analyst_5300562,Analyst_5300562,MU,Dec 20,12,227,18.9,0.06,0.63
Analyst_5300562,Analyst_5300562,BABA,Feb 2,12,246,20.5,0.07,0.67
Analyst_5300562,Analyst_5300562,ROKU,Feb 24,11,206,18.7,0.30,0.64
Analyst_5300562,Analyst_5300562,BYND,Mar 3,10,71,7.1,0.45,0.57
Analyst_5300562,Analyst_5300562,GOOGL,Feb 2,10,209,20.9,0.12,0.61
Analyst_5300562,Analyst_5300562,AMZN,Feb 3,7,154,22,0.19,0.63
Analyst_5300562,Analyst_5300562,DDOG,Feb 17,5,146,29.2,0.09,0.72
Analyst_5300562,Analyst_5300562,FROG,Feb 10,4,46,11.5,0.38,0.42
Analyst_5300562,Analyst_5300562,CPRI,Feb 9,4,-16,-4,0.13,0.29
Analyst_5300562,Analyst_5300562,BRK-B,Feb 21,4,0,0,0.07,0.52
Analyst_5300562,Analyst_5300562,MNKD,Mar 1,4,-15,-3.8,0.58,0.39
Analyst_5300562,Analyst_5300562,GRUB,Dec 10,4,-137,-34.3,0.39,0.00
Analyst_5300562,Analyst_5300562,FSLY,Feb 24,4,-31,-7.8,0.33,0.44
Analyst_5300562,Analyst_5300562,UAA,Feb 15,4,25,6.3,0.22,0.44
Analyst_5300562,Analyst_5300562,AYX,Feb 23,3,95,31.7,0.16,0.78
Analyst_5300562,Analyst_5300562,NET,Feb 17,3,45,15,0.44,0.57
Analyst_5300562,Analyst_5300562,TDOC,Mar 2,3,60,20,0.37,0.51
Analyst_5300562,Analyst_5300562,TEAM,Jan 20,3,57,19,0.09,0.63
Analyst_5300562,Analyst_5300562,CRWD,Mar 24,2,37,18.5,0.19,0.54
Analyst_5300562,Analyst_5300562,CYBR,Feb 10,1,7,7,0.25,0.17
Analyst_5300562,Analyst_5300562,PANW,Mar 1,1,18,18,0.10,0.49
Analyst_5300562,Analyst_5300562,VSAT,Feb 10,1,6,6,0.39,0.62
Analyst_5300562,Analyst_5300562,ULTA,Mar 10,1,21,21,0.07,0.63
Analyst_5300562,Analyst_5300562,ANET,Feb 17,1,34,34,0.01,0.75
MaGe1969,MaGe1969,NVDA,Feb 17,3,43,14.3,0.12,0.61
MaGe1969,MaGe1969,UAA,Feb 15,2,10,5,0.43,0.48
MaGe1969,MaGe1969,QCOM,Feb 2,2,41,20.5,0.06,0.60
MaGe1969,MaGe1969,SQ,Mar 2,2,53,26.5,0.28,0.71
MaGe1969,MaGe1969,TWTR,Feb 10,2,39,19.5,0.11,0.67
MaGe1969,MaGe1969,ATVI,Feb 10,2,39,19.5,0.20,0.56
MaGe1969,MaGe1969,CSCO,Feb 16,2,35,17.5,0.03,0.49
MaGe1969,MaGe1969,NFLX,Jan 18,1,21,21,0.11,0.74
MaGe1969,MaGe1969,BKNG,Mar 2,1,13,13,0.26,0.69
MaGe1969,MaGe1969,BIDU,Feb 24,1,24,24,0.00,0.86
MaGe1969,MaGe1969,CLF,Jan 27,1,21,21,0.34,0.65
MaGe1969,MaGe1969,AMP,Jan 26,1,8,8,0.14,0.52
MaGe1969,MaGe1969,PFE,Feb 1,1,21,21,0.11,0.59
MaGe1969,MaGe1969,ROCK,Feb 24,1,8,8,0.09,0.65
MaGe1969,MaGe1969,DDD,Mar 2,1,13,13,0.15,0.73
MaGe1969,MaGe1969,GPRO,Feb 3,1,-3,-3,0.04,0.71
MaGe1969,MaGe1969,FB,Feb 2,1,19,19,0.16,0.53
MaGe1969,MaGe1969,YELP,Feb 9,1,24,24,0.45,0.43
MaGe1969,MaGe1969,GOOGL,Feb 2,1,24,24,0.10,0.64
MaGe1969,MaGe1969,AMD,Feb 1,1,-27,-27,0.12,0.29
MaGe1969,MaGe1969,INTC,Jan 26,1,33,33,0.03,0.80
MaGe1969,MaGe1969,MA,Feb 3,1,20,20,0.03,0.71
MaGe1969,MaGe1969,ADBE,Dec 16,1,21,21,0.06,0.60
MaGe1969,MaGe1969,FTNT,Feb 9,1,17,17,0.11,0.37
MaGe1969,MaGe1969,EA,Feb 1,1,35,35,0.02,0.64
MaGe1969,MaGe1969,ZNGA,Feb 9,1,4,4,0.52,0.29
MaGe1969,MaGe1969,PCG,Feb 17,1,-3,-3,0.05,0.78
MaGe1969,MaGe1969,CHGG,Feb 14,1,19,19,0.09,0.54
MaGe1969,MaGe1969,PYPL,Feb 2,1,18,12,0.07,0.53
MaGe1969,MaGe1969,TEAM,Jan 20,1,20,20,0.21,0.57
John DiFucci,Jefferies_30,CRM,Mar 1,20,22,1.1,0.09,0.38
John DiFucci,Jefferies_30,TEAM,Jan 20,20,20,1,0.10,0.32
John DiFucci,Jefferies_30,WDAY,Feb 28,19,-106,-5.4,0.21,0.20
John DiFucci,Jefferies_30,CHKP,Feb 2,19,-35,-1.8,0.03,0.32
John DiFucci,Jefferies_30,VRNS,Feb 9,18,-81,-4.4,0.33,0.25
John DiFucci,Jefferies_30,NLOK,Feb 3,17,109,6.4,0.12,0.40
John DiFucci,Jefferies_30,MSFT,Jan 27,17,-29,-1.7,0.08,0.23
John DiFucci,Jefferies_30,CVLT,Jan 26,17,39,2.3,0.10,0.29
John DiFucci,Jefferies_30,MIME,Feb 14,17,117,6.9,0.18,0.39
John DiFucci,Jefferies_30,BNFT,Feb 23,15,64,4.3,0.29,0.41
John DiFucci,Jefferies_30,PAYC,Feb 8,15,-135,-9,0.11,0.18
John DiFucci,Jefferies_30,VMW,Feb 24,15,145,9.7,0.05,0.52
John DiFucci,Jefferies_30,ALRM,Mar 1,14,-4,-0.3,0.16,0.16
John DiFucci,Jefferies_30,NICE,Feb 17,14,-71,-5.1,0.02,0.18
John DiFucci,Jefferies_30,DBX,Feb 24,12,-185,-15.4,0.21,0.15
John DiFucci,Jefferies_30,NTNX,Mar 3,11,96,8.7,0.20,0.52
John DiFucci,Jefferies_30,SSNC,Feb 16,10,-57,-5.4,0.13,0.20
John DiFucci,Jefferies_30,CTXS,Jan 26,10,1,0.1,0.04,0.34
John DiFucci,Jefferies_30,SAIL,Feb 24,9,85,9.4,0.38,0.55
John DiFucci,Jefferies_30,VG,Feb 23,8,-31,-3.9,0.36,0.31
John DiFucci,Jefferies_30,ORCL,Dec 9,8,6,0.7,0.02,0.33
John DiFucci,Jefferies_30,PANW,Mar 1,8,65,7.6,0.03,0.50
John DiFucci,Jefferies_30,RNG,Feb 14,7,-90,-12.9,0.07,0.03
John DiFucci,Jefferies_30,SPLK,Mar 3,7,-120,-16,0.11,0.09
John DiFucci,Jefferies_30,ZUO,Mar 24,4,-50,-11.1,0.07,0.11
Analyst_3989253,Analyst_3989253,TEAM,Jan 20,1,-10,-10,0.27,0.20
Analyst_2333407,Analyst_2333407,MTCH,Feb 1,1,4,4,0.11,0.42
Analyst_2333407,Analyst_2333407,TEAM,Jan 20,1,-15,-15,0.32,0.05
Analyst_6961868,Analyst_6961868,TEAM,Jan 20,4,-3,-0.8,0.08,0.08
Calvin_S,Calvin_S,TSLA,Feb 2,4,30,7.5,0.23,0.58
Calvin_S,Calvin_S,CRM,Mar 1,3,39,13,0.22,0.42
Calvin_S,Calvin_S,BABA,Feb 2,3,90,30,0.05,0.73
Calvin_S,Calvin_S,GOOGL,Feb 2,3,68,22.7,0.11,0.79
Calvin_S,Calvin_S,DIS,Feb 8,3,19,6.3,0.52,0.55
Calvin_S,Calvin_S,MSFT,Jan 27,3,60,20,0.07,0.58
Calvin_S,Calvin_S,BA,Jan 26,3,-10,-3.3,0.42,0.67
Calvin_S,Calvin_S,QCOM,Feb 2,3,29,9.7,0.09,0.43
Calvin_S,Calvin_S,MELI,Feb 24,3,48,16,0.49,0.64
Calvin_S,Calvin_S,FB,Feb 2,3,69,23,0.12,0.68
Calvin_S,Calvin_S,LRCX,Jan 26,3,87,29,0.05,0.69
Calvin_S,Calvin_S,AMAT,Feb 16,3,60,20,0.05,0.51
Calvin_S,Calvin_S,TXN,Jan 26,3,55,18.3,0.13,0.48
Calvin_S,Calvin_S,V,Feb 3,3,21,7,0.03,0.64
Calvin_S,Calvin_S,CSCO,Feb 16,3,74,24.7,0.01,0.68
Calvin_S,Calvin_S,W,Feb 24,3,13,4.3,0.31,0.51
Calvin_S,Calvin_S,AXP,Jan 20,3,27,9,0.15,0.67
Calvin_S,Calvin_S,MCD,Jan 24,3,25,8.3,0.07,0.61
Calvin_S,Calvin_S,DXCM,Feb 23,3,48,16,0.12,0.73
Calvin_S,Calvin_S,FFIV,Jan 26,3,75,25,0.01,0.69
Calvin_S,Calvin_S,CMG,Feb 8,3,69,23,0.08,0.70
Calvin_S,Calvin_S,EBAY,Feb 2,3,43,14.3,0.04,0.63
Calvin_S,Calvin_S,INTC,Jan 26,3,6,2,0.09,0.59
Calvin_S,Calvin_S,NVAX,Feb 28,3,18,6,0.47,0.56
Calvin_S,Calvin_S,AMZN,Feb 3,3,64,21.3,0.28,0.61
Calvin_S,Calvin_S,VEEV,Mar 1,3,87,29,0.03,0.73
Calvin_S,Calvin_S,BIDU,Feb 24,3,46,15.3,0.12,0.69
Calvin_S,Calvin_S,PFE,Feb 1,3,45,15,0.08,0.64
Calvin_S,Calvin_S,RNG,Feb 14,3,93,31,0.03,0.79
Calvin_S,Calvin_S,NOW,Jan 26,3,75,25,0.05,0.65
kerry burrell,kerryburrell,MS,Jan 20,33,620,18.8,0.10,0.60
kerry burrell,kerryburrell,WFC,Jan 14,33,434,13.2,0.06,0.61
kerry burrell,kerryburrell,INTC,Jan 26,32,665,20.8,0.06,0.61
kerry burrell,kerryburrell,WMT,Feb 17,31,388,12.5,0.03,0.58
kerry burrell,kerryburrell,PEP,Feb 10,30,553,18.4,0.02,0.58
kerry burrell,kerryburrell,WEN,Feb 24,30,344,11.5,0.07,0.60
kerry burrell,kerryburrell,USB,Jan 19,29,336,11.6,0.02,0.62
kerry burrell,kerryburrell,JPM,Jan 14,29,441,15.2,0.06,0.57
kerry burrell,kerryburrell,KO,Feb 9,28,515,18.4,0.03,0.61
kerry burrell,kerryburrell,MCD,Jan 24,28,385,13.8,0.04,0.59
kerry burrell,kerryburrell,DAL,Jan 18,28,250,8.9,0.05,0.57
kerry burrell,kerryburrell,UAA,Feb 15,28,440,15.7,0.20,0.60
kerry burrell,kerryburrell,KBH,Jan 12,28,403,14.4,0.10,0.58
kerry burrell,kerryburrell,ORCL,Dec 9,28,457,16.3,0.03,0.61
kerry burrell,kerryburrell,TGT,Mar 8,28,464,16.6,0.06,0.61
kerry burrell,kerryburrell,MA,Feb 3,28,548,19.6,0.03,0.55
kerry burrell,kerryburrell,TXN,Jan 26,27,380,14.1,0.04,0.58
kerry burrell,kerryburrell,KR,Mar 3,27,381,14.1,0.03,0.60
kerry burrell,kerryburrell,BAC,Jan 18,27,446,16.5,0.05,0.62
kerry burrell,kerryburrell,CRM,Mar 1,27,630,23.3,0.07,0.58
kerry burrell,kerryburrell,BLK,Jan 14,27,248,9.2,0.04,0.58
kerry burrell,kerryburrell,WDAY,Feb 28,27,659,24.4,0.18,0.64
kerry burrell,kerryburrell,T,Jan 26,27,376,13.9,0.03,0.61
kerry burrell,kerryburrell,STZ,Jan 6,27,396,14.7,0.05,0.55
kerry burrell,kerryburrell,WBA,Jan 6,27,389,14.4,0.04,0.58
kerry burrell,kerryburrell,ADBE,Dec 16,26,510,19.6,0.03,0.59
kerry burrell,kerryburrell,ULTA,Mar 10,26,400,15.4,0.07,0.58
kerry burrell,kerryburrell,DPZ,Feb 24,26,401,15.4,0.04,0.56
kerry burrell,kerryburrell,LMT,Feb 1,26,412,15.8,0.04,0.56
kerry burrell,kerryburrell,SBUX,Jan 27,26,318,12.2,0.05,0.60
axel,axel,HSIC,Feb 22,8,-14,-1.8,0.03,0.32
axel,axel,TEAM,Jan 20,6,168,28,0.03,0.65
axel,axel,SHOP,Feb 16,5,86,17.2,0.29,0.63
axel,axel,SQ,Mar 2,4,120,30,0.03,0.69
axel,axel,CRM,Mar 1,3,107,35.7,0.02,0.74
axel,axel,AMZN,Feb 3,2,16,8,0.18,0.60
axel,axel,AAPL,Feb 1,2,-33,-16.5,0.07,0.27
axel,axel,EBAY,Feb 2,1,-24,-24,0.05,0.15
axel,axel,PSTG,Mar 3,1,-4,-4,0.51,0.61
axel,axel,AKAM,Feb 15,1,20,20,0.05,0.55
axel,axel,FVRR,Feb 23,0,12,24,0.53,0.66
Analyst_5039344,Analyst_5039344,NVDA,Feb 17,16,315,19.7,0.09,0.66
Analyst_5039344,Analyst_5039344,NFLX,Jan 18,15,167,11.1,0.09,0.61
Analyst_5039344,Analyst_5039344,AMZN,Feb 3,15,298,19.9,0.16,0.64
Analyst_5039344,Analyst_5039344,DIS,Feb 8,15,179,11.9,0.18,0.58
Analyst_5039344,Analyst_5039344,CRM,Mar 1,15,367,24.5,0.08,0.69
Analyst_5039344,Analyst_5039344,AAPL,Feb 1,14,315,22.5,0.05,0.68
Analyst_5039344,Analyst_5039344,LULU,Dec 9,13,337,25,0.06,0.69
Analyst_5039344,Analyst_5039344,MSFT,Jan 27,13,325,25,0.04,0.71
Analyst_5039344,Analyst_5039344,GOOGL,Feb 2,13,172,13.2,0.09,0.58
Analyst_5039344,Analyst_5039344,ADBE,Dec 16,13,322,24.8,0.02,0.64
Analyst_5039344,Analyst_5039344,ROKU,Feb 24,12,211,17.6,0.33,0.60
Analyst_5039344,Analyst_5039344,SHOP,Feb 16,12,302,25.2,0.26,0.70
Analyst_5039344,Analyst_5039344,TWLO,Feb 15,11,214,19.5,0.39,0.55
Analyst_5039344,Analyst_5039344,TGT,Mar 8,10,55,5.5,0.08,0.48
Analyst_5039344,Analyst_5039344,ZM,Mar 9,10,243,24.3,0.21,0.64
Analyst_5039344,Analyst_5039344,SPLK,Mar 3,10,74,7.4,0.26,0.49
Analyst_5039344,Analyst_5039344,MU,Dec 20,10,257,25.7,0.04,0.66
Analyst_5039344,Analyst_5039344,OKTA,Mar 10,10,274,27.4,0.24,0.72
Analyst_5039344,Analyst_5039344,WDAY,Feb 28,10,293,29.3,0.06,0.71
Analyst_5039344,Analyst_5039344,RNG,Feb 14,9,185,20.6,0.06,0.58
Analyst_5039344,Analyst_5039344,TTD,Feb 17,9,145,16.1,0.18,0.55
Analyst_5039344,Analyst_5039344,TEAM,Jan 20,9,247,27.4,0.04,0.72
Analyst_5039344,Analyst_5039344,PTON,Feb 9,8,171,21.4,0.30,0.66
Analyst_5039344,Analyst_5039344,COUP,Mar 14,8,215,26.9,0.23,0.70
Analyst_5039344,Analyst_5039344,SBUX,Jan 27,8,108,13.5,0.05,0.58
Analyst_5039344,Analyst_5039344,BABA,Feb 2,8,107,13.4,0.08,0.59
Analyst_5039344,Analyst_5039344,NKE,Dec 20,8,72,9,0.18,0.48
Analyst_5039344,Analyst_5039344,COST,Dec 9,8,117,14.6,0.05,0.51
Analyst_5039344,Analyst_5039344,AYX,Feb 23,8,180,22.5,0.36,0.74
Analyst_5039344,Analyst_5039344,NOW,Jan 26,7,172,24.6,0.03,0.64
serpyou,serpyou,AYX,Feb 23,13,252,19.5,0.37,0.62
serpyou,serpyou,AAPL,Feb 1,13,304,23.4,0.05,0.67
serpyou,serpyou,CRM,Mar 1,12,352,29.3,0.08,0.69
serpyou,serpyou,GOOGL,Feb 2,12,224,18.7,0.10,0.61
serpyou,serpyou,ZEN,Feb 8,12,214,17.8,0.18,0.59
serpyou,serpyou,FICO,Jan 27,12,170,14.2,0.08,0.54
serpyou,serpyou,DOCU,Mar 17,12,307,25.6,0.21,0.65
serpyou,serpyou,SNAP,Feb 8,12,254,21.2,0.19,0.69
serpyou,serpyou,SHOP,Feb 16,12,264,22,0.29,0.60
serpyou,serpyou,MSFT,Jan 27,12,233,19.4,0.05,0.61
serpyou,serpyou,MDB,Mar 16,11,236,21.5,0.21,0.62
serpyou,serpyou,ZUO,Mar 24,11,284,25.8,0.16,0.72
serpyou,serpyou,ETSY,Mar 1,11,167,15.2,0.18,0.58
serpyou,serpyou,FTNT,Feb 9,11,246,22.4,0.05,0.58
serpyou,serpyou,NOW,Jan 26,11,250,22.8,0.04,0.67
serpyou,serpyou,COUP,Mar 14,11,313,28.5,0.28,0.77
serpyou,serpyou,FB,Feb 2,11,179,16.3,0.06,0.64
serpyou,serpyou,TWTR,Feb 10,11,103,9.4,0.23,0.60
serpyou,serpyou,TEAM,Jan 20,11,264,24,0.05,0.67
serpyou,serpyou,SPLK,Mar 3,11,189,17.2,0.21,0.62
serpyou,serpyou,GWRE,Mar 3,11,237,21.5,0.24,0.57
serpyou,serpyou,NTNX,Mar 3,11,304,27.6,0.14,0.66
serpyou,serpyou,CYBR,Feb 10,10,201,20.1,0.16,0.58
serpyou,serpyou,AMZN,Feb 3,10,141,14.1,0.19,0.59
serpyou,serpyou,CHKP,Feb 2,10,203,20.3,0.01,0.62
serpyou,serpyou,YELP,Feb 9,10,138,13.8,0.33,0.55
serpyou,serpyou,SPSC,Feb 8,10,235,23.5,0.04,0.73
serpyou,serpyou,AKAM,Feb 15,10,241,24.1,0.03,0.62
serpyou,serpyou,BIDU,Feb 24,10,129,12.9,0.14,0.59
serpyou,serpyou,HUBS,Feb 15,10,262,26.2,0.11,0.71
Analyst_8523935,Analyst_8523935,NFLX,Jan 18,13,139,10.7,0.10,0.59
Analyst_8523935,Analyst_8523935,AMZN,Feb 3,13,192,14.8,0.19,0.52
Analyst_8523935,Analyst_8523935,SNAP,Feb 8,13,223,17.2,0.21,0.64
Analyst_8523935,Analyst_8523935,ILMN,Feb 1,11,169,15.4,0.10,0.57
Analyst_8523935,Analyst_8523935,MSFT,Jan 27,10,190,19,0.06,0.67
Analyst_8523935,Analyst_8523935,IBM,Jan 24,9,125,13.9,0.02,0.59
Analyst_8523935,Analyst_8523935,CRM,Mar 1,9,241,26.8,0.05,0.66
Analyst_8523935,Analyst_8523935,SPLK,Mar 3,8,160,20,0.16,0.61
Analyst_8523935,Analyst_8523935,EXPE,Feb 10,7,69,9.9,0.17,0.63
Analyst_8523935,Analyst_8523935,BHC,Feb 23,7,114,16.4,0.08,0.65
Analyst_8523935,Analyst_8523935,ULTA,Mar 10,7,114,16.3,0.01,0.65
Analyst_8523935,Analyst_8523935,GILD,Feb 8,7,120,17.1,0.08,0.62
Analyst_8523935,Analyst_8523935,TWLO,Feb 15,7,201,28.7,0.25,0.74
Analyst_8523935,Analyst_8523935,CMG,Feb 8,7,40,5.7,0.06,0.59
Analyst_8523935,Analyst_8523935,NOW,Jan 26,6,82,13.7,0.05,0.57
Analyst_8523935,Analyst_8523935,UAL,Jan 18,6,-16,-2.7,0.06,0.39
Analyst_8523935,Analyst_8523935,BA,Jan 26,6,157,26.2,0.11,0.74
Analyst_8523935,Analyst_8523935,BIDU,Feb 24,6,83,13.8,0.16,0.56
Analyst_8523935,Analyst_8523935,BABA,Feb 2,6,53,8.8,0.06,0.59
Analyst_8523935,Analyst_8523935,MU,Dec 20,6,111,18.5,0.04,0.63
Analyst_8523935,Analyst_8523935,JD,Mar 3,5,79,15.8,0.27,0.62
Analyst_8523935,Analyst_8523935,MELI,Feb 24,5,70,14,0.31,0.62
Analyst_8523935,Analyst_8523935,CHTR,Feb 4,5,9,1.8,0.12,0.52
Analyst_8523935,Analyst_8523935,SHOP,Feb 16,4,94,23.5,0.41,0.60
Analyst_8523935,Analyst_8523935,PANW,Mar 1,4,57,14.3,0.06,0.50
Analyst_8523935,Analyst_8523935,AMD,Feb 1,4,94,23.5,0.17,0.68
Analyst_8523935,Analyst_8523935,MMYT,Jan 27,4,80,20,0.28,0.61
Analyst_8523935,Analyst_8523935,NKE,Dec 20,4,78,19.5,0.05,0.61
Analyst_8523935,Analyst_8523935,INTC,Jan 26,4,105,26.3,0.08,0.68
Analyst_8523935,Analyst_8523935,FB,Feb 2,4,65,16.3,0.04,0.62
Ram,rama2050,INTC,Jan 26,20,402,20.1,0.07,0.60
Ram,rama2050,TWTR,Feb 10,19,325,17.1,0.17,0.61
Ram,rama2050,TXN,Jan 26,19,305,16.1,0.05,0.53
Ram,rama2050,GPRO,Feb 3,19,298,15.7,0.20,0.67
Ram,rama2050,WFC,Jan 14,19,156,8.2,0.06,0.56
Ram,rama2050,LVS,Jan 26,19,173,9.2,0.15,0.55
Ram,rama2050,DDD,Mar 2,18,270,15,0.29,0.65
Ram,rama2050,MSFT,Jan 27,18,330,18.3,0.05,0.58
Ram,rama2050,ZNGA,Feb 9,18,262,14.6,0.37,0.61
Ram,rama2050,SWKS,Jan 27,18,367,20.4,0.04,0.58
Ram,rama2050,FB,Feb 2,18,369,20.5,0.07,0.62
Ram,rama2050,AMZN,Feb 3,18,306,17,0.20,0.59
Ram,rama2050,SBUX,Jan 27,18,262,14.6,0.04,0.62
Ram,rama2050,TSLA,Feb 2,18,172,9.6,0.26,0.62
Ram,rama2050,FFIV,Jan 26,18,333,18.5,0.02,0.61
Ram,rama2050,AAPL,Feb 1,18,381,21.2,0.04,0.65
Ram,rama2050,KMI,Jan 19,18,219,12.2,0.06,0.58
Ram,rama2050,QCOM,Feb 2,18,376,20.9,0.05,0.59
Ram,rama2050,EBAY,Feb 2,18,311,17.3,0.03,0.59
Ram,rama2050,IBM,Jan 24,18,275,15.3,0.02,0.65
Ram,rama2050,UAL,Jan 18,17,372,21.9,0.05,0.69
Ram,rama2050,SKYW,Feb 3,17,297,17.5,0.11,0.53
Ram,rama2050,AAL,Jan 27,17,253,14.9,0.05,0.69
Ram,rama2050,ALGT,Feb 2,17,265,15.6,0.09,0.62
Ram,rama2050,NFLX,Jan 18,17,329,19.4,0.08,0.64
Ram,rama2050,ALK,Jan 27,17,297,17.5,0.05,0.68
Ram,rama2050,CHDN,Mar 2,17,231,13.6,0.19,0.63
Ram,rama2050,ELY,Feb 9,17,271,15.9,0.19,0.57
Ram,rama2050,CMG,Feb 8,17,205,12.1,0.06,0.63
Ram,rama2050,LUV,Jan 27,17,225,13.2,0.07,0.66
Analyst_8595614,Analyst_8595614,SBUX,Jan 27,4,-67,-16.8,0.15,0.02
Analyst_8595614,Analyst_8595614,PTON,Feb 9,2,-44,-22,0.59,0.03
Analyst_8595614,Analyst_8595614,ETSY,Mar 1,2,40,20,0.18,0.57
Analyst_8595614,Analyst_8595614,MSFT,Jan 27,1,-11,-11,0.14,0.09
Analyst_8595614,Analyst_8595614,TTWO,Feb 9,1,40,40,0.04,0.83
Analyst_8595614,Analyst_8595614,TEAM,Jan 20,1,21,21,0.04,0.55
Analyst_8595614,Analyst_8595614,CLX,Feb 3,1,-23,-23,0.27,0.03
Analyst_8595614,Analyst_8595614,DOW,Jan 27,1,12,12,0.15,0.85
Analyst_8595614,Analyst_8595614,CMCSA,Jan 27,1,-32,-32,0.24,0.00
Analyst_8595614,Analyst_8595614,GE,Jan 27,1,-50,-50,0.60,0.00
Damian,Damian,AMD,Feb 1,5,144,28.8,0.06,0.69
Damian,Damian,AMZN,Feb 3,5,67,13.4,0.17,0.59
Damian,Damian,UI,Feb 10,4,48,12,0.06,0.49
Damian,Damian,NFLX,Jan 18,4,13,3.3,0.07,0.59
Damian,Damian,AAPL,Feb 1,4,28,7,0.07,0.56
Damian,Damian,MSFT,Jan 27,4,115,28.8,0.03,0.77
Damian,Damian,GOOGL,Feb 2,4,122,30.5,0.07,0.87
Damian,Damian,SQ,Mar 2,4,21,5.3,0.31,0.50
Damian,Damian,JKS,Mar 1,4,44,11,0.33,0.61
Damian,Damian,ROKU,Feb 24,4,83,20.8,0.39,0.75
Damian,Damian,CRM,Mar 1,4,136,34,0.09,0.77
Damian,Damian,FB,Feb 2,4,100,25,0.06,0.75
Damian,Damian,IRBT,Feb 9,4,66,16.5,0.34,0.50
Damian,Damian,SEDG,Feb 16,3,15,5,0.07,0.63
Damian,Damian,MELI,Feb 24,3,27,9,0.42,0.43
Damian,Damian,XPER,Feb 22,3,0,0,0.25,0.34
Damian,Damian,BILI,Mar 2,3,84,28,0.06,0.69
Damian,Damian,TSM,Jan 13,3,78,26,0.01,0.72
Damian,Damian,ADSK,Mar 3,3,52,17.3,0.03,0.57
Damian,Damian,MTCH,Feb 1,2,1,0.5,0.14,0.20
Damian,Damian,TWTR,Feb 10,2,9,4.5,0.33,0.69
Damian,Damian,GRMN,Feb 23,2,-43,-21.5,0.17,0.05
Damian,Damian,TSLA,Feb 2,2,44,22,0.09,0.73
Damian,Damian,NLS,Feb 21,2,44,22,0.11,0.60
Damian,Damian,ZNGA,Feb 9,2,42,21,0.09,0.64
Damian,Damian,PYPL,Feb 2,2,35,17.5,0.04,0.57
Damian,Damian,TEAM,Jan 20,2,28,14,0.07,0.30
Damian,Damian,V,Feb 3,2,43,21.5,0.03,0.67
Damian,Damian,NVDA,Feb 17,2,85,42.5,0.01,0.81
Damian,Damian,BAC,Jan 18,2,41,20.5,0.09,0.60
Analyst_514690,Analyst_514690,PFE,Feb 1,1,24,24,0.09,0.70
Analyst_514690,Analyst_514690,QDEL,Feb 16,1,-5,-5,0.44,0.64
Analyst_4850242,Analyst_4850242,MRK,Feb 3,2,46,23,0.08,0.71
Analyst_4850242,Analyst_4850242,COMM,Feb 17,2,0,0,0.22,0.34
Analyst_4850242,Analyst_4850242,ABT,Jan 26,2,-27,-13.5,0.02,0.21
Analyst_4850242,Analyst_4850242,MU,Dec 20,2,58,29,0.01,0.71
Analyst_4850242,Analyst_4850242,CBRL,Feb 22,2,16,8,0.04,0.30
Analyst_4850242,Analyst_4850242,CIEN,Dec 9,1,21,21,0.08,0.55
Analyst_4850242,Analyst_4850242,SNX,Jan 11,1,23,23,0.11,0.59
Analyst_4850242,Analyst_4850242,AMAT,Feb 16,1,12,12,0.02,0.85
Analyst_4850242,Analyst_4850242,NVDA,Feb 17,1,41,41,0.03,0.80
Analyst_4850242,Analyst_4850242,ADBE,Dec 16,1,29,29,0.01,0.67
Analyst_4850242,Analyst_4850242,HPE,Feb 24,1,-9,-9,0.11,0.37
Analyst_4850242,Analyst_4850242,LITE,Feb 8,1,11,11,0.14,0.43
Analyst_4850242,Analyst_4850242,NXST,Mar 1,1,6,6,0.17,0.47
Analyst_4850242,Analyst_4850242,LOGI,Jan 17,1,22,22,0.29,0.69
Analyst_4850242,Analyst_4850242,AMZN,Feb 3,1,36,36,0.02,0.91
Analyst_4850242,Analyst_4850242,BLK,Jan 14,1,-13,-13,0.03,0.21
Analyst_4850242,Analyst_4850242,DGX,Feb 3,1,-12,-12,0.03,0.19
Analyst_4850242,Analyst_4850242,QDEL,Feb 16,1,-3,-3,0.38,0.68
Analyst_8714993,Analyst_8714993,IBM,Jan 24,2,-13,-6.5,0.04,0.05
Analyst_8714993,Analyst_8714993,PM,Feb 3,1,20,20,0.05,0.60
Analyst_8714993,Analyst_8714993,NFLX,Jan 18,1,3,3,0.09,0.55
