name,userName,ticker,quarter,report,published,eps,revenue
Angie Storozynski,GHS_29,PEG,Q1 2022,"May 4, 2022 BMO","May 24, 2021 197 days ago",1.3,
Angie Storozynski,GHS_29,EXC,Q1 2022,"May 4, 2022 BMO","Jun 16, 2021 174 days ago",0.88,
Angie Storozynski,GHS_29,ES,Q1 2022,"May 4, 2022 AMC","Apr 30, 2021 221 days ago",1.18,
Angie Storozynski,GHS_29,WTRG,Q1 2022,"May 4, 2022 AMC","Apr 16, 2021 235 days ago",0.62,
Angie Storozynski,GHS_29,AWK,Q1 2022,"May 4, 2022 AMC","Jan 8, 2021 333 days ago",0.79,
Angie Storozynski,GHS_29,ATO,Q2 2022,"May 4, 2022 AMC","Oct 16, 2020 417 days ago",2.26,
Angie Storozynski,GHS_29,PCG,Q1 2022,"May 5, 2022 BMO","May 19, 2021 202 days ago",0.28,
Angie Storozynski,GHS_29,PPL,Q1 2022,"May 5, 2022 BMO","Mar 19, 2021 263 days ago",0.65,
Angie Storozynski,GHS_29,D,Q1 2022,"May 5, 2022 BMO","Feb 16, 2021 294 days ago",0.85,
Angie Storozynski,GHS_29,AES,Q1 2022,"May 9, 2022 BMO","Aug 6, 2020 488 days ago",0.3,
Angie Storozynski,GHS_29,SRE,Q1 2022,"May 10, 2022 BMO","Jun 15, 2020 540 days ago",3.3,
Angie Storozynski,GHS_29,DUK,Q1 2022,"May 12, 2022 BMO","Feb 16, 2021 294 days ago",1.22,
Angie Storozynski,GHS_29,NEE,Q2 2022,"Jul 27, 2022 BMO","Apr 20, 2021 231 days ago",0.65,
Angie Storozynski,GHS_29,DTE,Q2 2022,"Jul 27, 2022 BMO","Jun 10, 2021 180 days ago",1.06,
Angie Storozynski,GHS_29,CWT,Q2 2022,"Jul 28, 2022 BMO","Mar 4, 2021 278 days ago",0.56,
Angie Storozynski,GHS_29,PCG,Q2 2022,"Jul 28, 2022 BMO","May 19, 2021 202 days ago",0.3,
Angie Storozynski,GHS_29,CMS,Q2 2022,"Jul 28, 2022 BMO","Jun 10, 2021 180 days ago",0.53,
Angie Storozynski,GHS_29,AEP,Q2 2022,"Jul 28, 2022 BMO","Jan 12, 2021 329 days ago",1.24,
ED_ETT_2109695,ED_ETT_2109695,THO,Q1 2022,"Dec 8, 2021 BMO","Nov 22, 2021",3.93,"3,625"
ED_ETT_2109695,ED_ETT_2109695,LOVE,Q3 2022,"Dec 8, 2021 BMO","Dec 6, 2021",-0.27,113.45
ED_ETT_2109695,ED_ETT_2109695,RH,Q3 2021,"Dec 8, 2021 AMC","Dec 6, 2021",6.82,986.52
ED_ETT_2109695,ED_ETT_2109695,COST,Q1 2022,"Dec 9, 2021 AMC","Dec 6, 2021",2.83,"54,125"
ED_ETT_2109695,ED_ETT_2109695,ORCL,Q2 2022,"Dec 9, 2021 AMC","Nov 22, 2021",1.15,"10,220"
ED_ETT_2109695,ED_ETT_2109695,LULU,Q3 2021,"Dec 9, 2021 AMC","Nov 22, 2021",1.61,"1,505"
ED_ETT_2109695,ED_ETT_2109695,LEN,Q4 2021,"Dec 15, 2021 AMC","Dec 6, 2021",4.26,"8,612"
ED_ETT_2109695,ED_ETT_2109695,ACN,Q1 2022,"Dec 16, 2021 BMO","Dec 6, 2021",2.67,"14,225"
ED_ETT_2109695,ED_ETT_2109695,ADBE,Q4 2021,"Dec 16, 2021 AMC","Nov 22, 2021",3.29,"4,109"
ED_ETT_2109695,ED_ETT_2109695,FDX,Q2 2022,"Dec 16, 2021 AMC","Dec 6, 2021",4.27,"22,525"
ED_ETT_2109695,ED_ETT_2109695,DRI,Q2 2022,"Dec 17, 2021 BMO","Dec 6, 2021",1.54,"2,280"
ED_ETT_2109695,ED_ETT_2109695,KMX,Q3 2022,"Dec 17, 2021 BMO","Oct 8, 2021 60 days ago",1.45,"7,909"
ED_ETT_2109695,ED_ETT_2109695,NKE,Q2 2022,"Dec 20, 2021 AMC","Dec 6, 2021",0.69,"11,495"
ED_ETT_2109695,ED_ETT_2109695,MU,Q1 2022,"Dec 20, 2021 AMC","Dec 6, 2021",2.15,"7,790"
ED_ETT_2109695,ED_ETT_2109695,MCD,Q4 2021,"Jan 24, 2022 BMO","Nov 10, 2021",2.65,"6,359"
ED_ETT_2109695,ED_ETT_2109695,SPGI,Q4 2021,"Feb 8, 2022 BMO","Nov 10, 2021",3.32,"2,151"
ED_ETT_2109695,ED_ETT_2109695,PTON,Q2 2022,"Feb 9, 2022 AMC","Nov 10, 2021",-1.4,"1,111"
ED_ETT_2109695,ED_ETT_2109695,SSNC,Q4 2021,"Feb 16, 2022 AMC","Nov 10, 2021",1.33,"1,269"
ED_ETT_2109695,ED_ETT_2109695,HD,Q4 2021,"Feb 22, 2022 BMO","Dec 6, 2021",3.39,"36,121"
ED_ETT_2109695,ED_ETT_2109695,ENPH,Q4 2021,"Mar 1, 2022 AMC","Nov 10, 2021",0.68,401.25
Kevin DeGeeter,Oppenheimer_67,NVTA,Q4 2021,"Feb 14, 2022 AMC","Jun 28, 2021 162 days ago",-1E+18,"-1,000,000,000,000,000,000.00"
Kevin DeGeeter,Oppenheimer_67,MDWD,Q4 2021,"Feb 23, 2022 BMO","Nov 16, 2021",-0.14,5.61
Kevin DeGeeter,Oppenheimer_67,NVCR,Q4 2021,"Feb 24, 2022 BMO","Oct 28, 2021",-0.02,143.95
Kevin DeGeeter,Oppenheimer_67,EXAS,Q4 2021,"Feb 24, 2022 AMC","Nov 3, 2021 35 days ago",-0.96,436.65
Kevin DeGeeter,Oppenheimer_67,IONS,Q4 2021,"Mar 1, 2022 BMO","Dec 7, 2021",2.82,390.07
Kevin DeGeeter,Oppenheimer_67,FLGT,Q4 2021,"Mar 3, 2022 AMC","Nov 9, 2021",2.56,189.46
Kevin DeGeeter,Oppenheimer_67,INFI,Q4 2021,"Mar 15, 2022 BMO","Nov 2, 2021 35 days ago",-0.14,0.2
Kevin DeGeeter,Oppenheimer_67,FLGT,Q1 2022,"May 9, 2022 AMC","Nov 9, 2021",2.03,168.52
Kevin DeGeeter,Oppenheimer_67,INFI,Q1 2022,"May 10, 2022 AMC","Nov 2, 2021",-0.15,0.2
Kevin DeGeeter,Oppenheimer_67,INFI,Q2 2022,"Aug 4, 2022 AMC","Nov 2, 2021",-0.16,0.2
Kevin DeGeeter,Oppenheimer_67,FLGT,Q2 2022,"Aug 8, 2022 AMC","Nov 9, 2021",1.39,130.98
Kevin DeGeeter,Oppenheimer_67,FLGT,Q3 2022,"Nov 7, 2022 AMC","Nov 9, 2021",1.31,129.3
Kevin DeGeeter,Oppenheimer_67,INFI,Q3 2022,"Nov 8, 2022 AMC","Nov 2, 2021",-0.17,0.2
Kevin DeGeeter,Oppenheimer_67,FLGT,Q4 2022,"Mar 2, 2023 AMC","Nov 9, 2021",1.31,132.59
Kevin DeGeeter,Oppenheimer_67,INFI,Q4 2022,"Mar 14, 2023 BMO","Nov 2, 2021",-0.17,0.2
DF_5082802,DF_5082802,CPB,Q1 2022,"Dec 8, 2021 BMO","Nov 2, 2021",0.86,"2,278"
DF_5082802,DF_5082802,THO,Q1 2022,"Dec 8, 2021 BMO","Nov 2, 2021",4,"3,621"
DF_5082802,DF_5082802,UNFI,Q1 2022,"Dec 8, 2021 BMO","Dec 1, 2021",0.63,"6,775"
DF_5082802,DF_5082802,RH,Q3 2021,"Dec 8, 2021 AMC","Dec 1, 2021",7.02,988.75
DF_5082802,DF_5082802,HRL,Q4 2021,"Dec 9, 2021 BMO","Nov 17, 2021",0.5,"3,239"
DF_5082802,DF_5082802,AVGO,Q4 2021,"Dec 9, 2021 AMC","Dec 1, 2021",7.8,"7,380"
DF_5082802,DF_5082802,COST,Q1 2022,"Dec 9, 2021 AMC","Dec 1, 2021",2.7,"49,975"
DF_5082802,DF_5082802,LULU,Q3 2021,"Dec 9, 2021 AMC","Dec 1, 2021",1.59,"1,492"
DF_5082802,DF_5082802,ADBE,Q4 2021,"Dec 16, 2021 AMC","Dec 1, 2021",3.29,"4,110"
DF_5082802,DF_5082802,DRI,Q2 2022,"Dec 17, 2021 BMO","Nov 17, 2021",1.55,"2,258"
DF_5082802,DF_5082802,JNJ,Q4 2021,"Jan 25, 2022 BMO","Oct 20, 2021 48 days ago",2.28,"25,145"
DF_5082802,DF_5082802,GOOGL,Q4 2021,"Feb 2, 2022 AMC","Nov 10, 2021",28.77,"60,290"
Scott Hendricks,shendricks,CPB,Q1 2022,"Dec 8, 2021 BMO","Nov 14, 2021",0.84,"2,294"
Scott Hendricks,shendricks,PLAB,Q4 2021,"Dec 8, 2021 BMO","Nov 29, 2021",0.26,177.4
Scott Hendricks,shendricks,SPWH,Q3 2021,"Dec 8, 2021 AMC","Nov 14, 2021",0.66,411.42
Scott Hendricks,shendricks,GME,Q3 2021,"Dec 8, 2021 AMC","Nov 14, 2021",-0.22,"1,256"
Scott Hendricks,shendricks,HRL,Q4 2021,"Dec 9, 2021 BMO","Nov 21, 2021",0.52,"3,319"
Scott Hendricks,shendricks,MTN,Q1 2022,"Dec 9, 2021 AMC","Nov 21, 2021",-3.51,204.31
Scott Hendricks,shendricks,AVGO,Q4 2021,"Dec 9, 2021 AMC","Nov 30, 2021",7.91,"7,435"
Scott Hendricks,shendricks,COST,Q1 2022,"Dec 9, 2021 AMC","Nov 29, 2021",2.77,"49,925"
Scott Hendricks,shendricks,ORCL,Q2 2022,"Dec 9, 2021 AMC","Dec 5, 2021",1.17,"10,328"
Scott Hendricks,shendricks,LULU,Q3 2021,"Dec 9, 2021 AMC","Nov 29, 2021",1.78,"1,542"
Scott Hendricks,shendricks,GRUB,Q3 2021,"Dec 10, 2021 AMC","Oct 26, 2021",-0.14,590.67
Scott Hendricks,shendricks,HEXO,Q1 2022,"Dec 13, 2021 BMO","Nov 29, 2021",-0.17,43.85
Scott Hendricks,shendricks,TCOM,Q3 2021,"Dec 15, 2021 AMC","Nov 14, 2021",0.15,867.08
Scott Hendricks,shendricks,ADBE,Q4 2021,"Dec 16, 2021 AMC","Dec 5, 2021",3.33,"4,190"
Scott Hendricks,shendricks,BB,Q3 2022,"Dec 16, 2021 AMC","Dec 5, 2021",-0.05,181.77
Scott Hendricks,shendricks,DRI,Q2 2022,"Dec 17, 2021 BMO","Dec 5, 2021",1.58,"2,297"
Scott Hendricks,shendricks,NKE,Q2 2022,"Dec 20, 2021 AMC","Dec 5, 2021",0.77,"11,635"
Rob Ford,Old_Mayor,CPB,Q1 2022,"Dec 8, 2021 BMO","Dec 7, 2021",0.89,"2,293"
Rob Ford,Old_Mayor,PLAB,Q4 2021,"Dec 8, 2021 BMO","Dec 7, 2021",0.26,176.6
Rob Ford,Old_Mayor,SPWH,Q3 2021,"Dec 8, 2021 AMC","Nov 17, 2021",0.68,402.83
Rob Ford,Old_Mayor,GME,Q3 2021,"Dec 8, 2021 AMC","Nov 19, 2021",-0.35,"1,240"
Rob Ford,Old_Mayor,MTN,Q1 2022,"Dec 9, 2021 AMC","Dec 2, 2021",-3.5,231.52
Rob Ford,Old_Mayor,GRUB,Q3 2021,"Dec 10, 2021 AMC","Nov 10, 2021",-0.4,586.67
Rob Ford,Old_Mayor,TCOM,Q3 2021,"Dec 15, 2021 AMC","Nov 19, 2021",0.23,869
AAFED,AAFED,CPB,Q1 2022,"Dec 8, 2021 BMO","Aug 29, 2021 100 days ago",0.89,"2,260"
AAFED,AAFED,PLAB,Q4 2021,"Dec 8, 2021 BMO","Aug 22, 2021 107 days ago",0.25,174.9
AAFED,AAFED,SPWH,Q3 2021,"Dec 8, 2021 AMC","Aug 29, 2021 100 days ago",0.67,385
AAFED,AAFED,GME,Q3 2021,"Dec 8, 2021 AMC","Nov 19, 2021",-0.22,"1,240"
AAFED,AAFED,HRL,Q4 2021,"Dec 9, 2021 BMO","Aug 29, 2021 100 days ago",0.52,"3,030"
AAFED,AAFED,MTN,Q1 2022,"Dec 9, 2021 AMC","Sep 20, 2021 78 days ago",-3.3,245
AAFED,AAFED,AVGO,Q4 2021,"Dec 9, 2021 AMC","Aug 29, 2021 100 days ago",7.58,"7,250"
AAFED,AAFED,COST,Q1 2022,"Dec 9, 2021 AMC","Sep 13, 2021 85 days ago",2.48,"47,000"
AAFED,AAFED,ORCL,Q2 2022,"Dec 9, 2021 AMC","Sep 13, 2021 85 days ago",1.15,"10,300"
AAFED,AAFED,LULU,Q3 2021,"Dec 9, 2021 AMC","Sep 5, 2021 93 days ago",1.41,"1,420"
AAFED,AAFED,GRUB,Q3 2021,"Dec 10, 2021 AMC","Nov 8, 2021",-0.21,580
AAFED,AAFED,HEXO,Q1 2022,"Dec 13, 2021 BMO","Nov 19, 2021",-0.12,40.95
AAFED,AAFED,TCOM,Q3 2021,"Dec 15, 2021 AMC","Sep 20, 2021 78 days ago",0.3,"1,200"
AAFED,AAFED,ADBE,Q4 2021,"Dec 16, 2021 AMC","Sep 20, 2021 78 days ago",3.22,"4,055"
AAFED,AAFED,BB,Q3 2022,"Dec 16, 2021 AMC","Sep 13, 2021 85 days ago",-0.01,200
AAFED,AAFED,DRI,Q2 2022,"Dec 17, 2021 BMO","Sep 13, 2021 85 days ago",1.55,"2,211"
AAFED,AAFED,NKE,Q2 2022,"Dec 20, 2021 AMC","Sep 20, 2021 78 days ago",1.1,"12,780"
AAFED,AAFED,RAD,Q3 2022,"Dec 23, 2021 BMO","Aug 29, 2021 100 days ago",-0.19,"6,399"
AAFED,AAFED,LNN,Q1 2022,"Jan 6, 2022 BMO","Oct 18, 2021 50 days ago",0.85,135
AAFED,AAFED,CALM,Q2 2022,"Jan 7, 2022 AMC","Sep 20, 2021 78 days ago",0.14,370
AAFED,AAFED,DAL,Q4 2021,"Jan 18, 2022 BMO","Oct 12, 2021 56 days ago",0.27,"8,600"
AAFED,AAFED,UAL,Q4 2021,"Jan 18, 2022 AMC","Oct 18, 2021 50 days ago",-0.89,"8,188"
AAFED,AAFED,NFLX,Q4 2021,"Jan 18, 2022 AMC","Oct 18, 2021 50 days ago",1.15,"7,676"
AAFED,AAFED,KMI,Q4 2021,"Jan 19, 2022 AMC","Oct 18, 2021 50 days ago",0.3,"3,450"
AAFED,AAFED,SLB,Q4 2021,"Jan 21, 2022 BMO","Oct 18, 2021 50 days ago",0.43,"6,200"
AAFED,AAFED,HAL,Q4 2021,"Jan 24, 2022 BMO","Oct 13, 2021 55 days ago",0.34,"4,100"
AAFED,AAFED,MCD,Q4 2021,"Jan 24, 2022 BMO","Oct 18, 2021 50 days ago",2.3,"5,950"
AAFED,AAFED,IBM,Q4 2021,"Jan 24, 2022 AMC","Oct 18, 2021 50 days ago",4.18,"20,800"
AAFED,AAFED,JJSF,Q1 2022,"Jan 24, 2022 AMC","Nov 8, 2021",0.99,299
AAFED,AAFED,JNJ,Q4 2021,"Jan 25, 2022 BMO","Oct 18, 2021 50 days ago",2.26,"25,000"
AAFED,AAFED,CCL,Q4 2021,"Jan 25, 2022 BMO","Sep 5, 2021 93 days ago",-1.22,"1,490"
AAFED,AAFED,WOLF,Q2 2022,"Jan 25, 2022 AMC","Oct 18, 2021 50 days ago",-0.22,156
AAFED,AAFED,HZO,Q1 2022,"Jan 26, 2022 BMO","Oct 25, 2021",1.3,465
AAFED,AAFED,GD,Q4 2021,"Jan 26, 2022 BMO","Oct 27, 2021",3.5,"11,000"
AAFED,AAFED,INTC,Q4 2021,"Jan 26, 2022 AMC","Oct 18, 2021 50 days ago",1.05,"18,300"
AAFED,AAFED,LVS,Q4 2021,"Jan 26, 2022 AMC","Oct 18, 2021 50 days ago",-0.01,"1,620"
AAFED,AAFED,NOW,Q4 2021,"Jan 26, 2022 AMC","Oct 27, 2021",1.51,"1,600"
AAFED,AAFED,LRCX,Q2 2022,"Jan 26, 2022 AMC","Oct 18, 2021 50 days ago",8.7,"4,444"
AAFED,AAFED,CMCSA,Q4 2021,"Jan 27, 2022 BMO","Oct 27, 2021",0.85,"30,000"
AAFED,AAFED,JBLU,Q4 2021,"Jan 27, 2022 BMO","Oct 18, 2021 50 days ago",-0.17,"1,895"
AAFED,AAFED,AAL,Q4 2021,"Jan 27, 2022 BMO","Oct 18, 2021 50 days ago",-0.95,"9,260"
AAFED,AAFED,VFC,Q3 2022,"Jan 27, 2022 BMO","Oct 18, 2021 50 days ago",1.33,"3,510"
AAFED,AAFED,LUV,Q4 2021,"Jan 27, 2022 BMO","Oct 18, 2021 50 days ago",0,"4,770"
AAFED,AAFED,MO,Q4 2021,"Jan 27, 2022 BMO","Oct 27, 2021",1.1,"5,000"
AAFED,AAFED,BC,Q4 2021,"Jan 27, 2022 BMO","Oct 25, 2021",1.41,"1,360"
AAFED,AAFED,ALK,Q4 2021,"Jan 27, 2022 BMO","Oct 18, 2021 50 days ago",0.63,"1,888"
AAFED,AAFED,MKC,Q4 2021,"Jan 27, 2022 BMO","Sep 13, 2021 85 days ago",0.91,"1,717"
AAFED,AAFED,ADS,Q4 2021,"Jan 27, 2022 BMO","Oct 25, 2021",2.6,"1,175"
AAFED,AAFED,FICO,Q1 2022,"Jan 27, 2022 AMC","Nov 8, 2021",3.07,331
AAFED,AAFED,SBUX,Q1 2022,"Jan 27, 2022 AMC","Oct 27, 2021",0.93,"7,850"
larrylai,larrylai,CPB,Q1 2022,"Dec 8, 2021 BMO","Nov 5, 2021",0.83,"2,280"
larrylai,larrylai,SPWH,Q3 2021,"Dec 8, 2021 AMC","Nov 3, 2021",0.61,391
larrylai,larrylai,GME,Q3 2021,"Dec 8, 2021 AMC","Nov 5, 2021",-0.5,"1,198"
larrylai,larrylai,HRL,Q4 2021,"Dec 9, 2021 BMO","Nov 5, 2021",0.5,"3,222"
larrylai,larrylai,MTN,Q1 2022,"Dec 9, 2021 AMC","Nov 4, 2021",-3.5,200
larrylai,larrylai,AVGO,Q4 2021,"Dec 9, 2021 AMC","Nov 17, 2021",7.77,"7,396"
larrylai,larrylai,COST,Q1 2022,"Dec 9, 2021 AMC","Nov 5, 2021",2.7,"49,009"
larrylai,larrylai,ORCL,Q2 2022,"Dec 9, 2021 AMC","Nov 22, 2021",1.12,"10,266"
larrylai,larrylai,LULU,Q3 2021,"Dec 9, 2021 AMC","Nov 17, 2021",1.5,"1,449"
larrylai,larrylai,GRUB,Q3 2021,"Dec 10, 2021 AMC","Oct 18, 2021 50 days ago",-0.05,580
larrylai,larrylai,HEXO,Q1 2022,"Dec 13, 2021 BMO","Nov 17, 2021",-0.07,43
larrylai,larrylai,TCOM,Q3 2021,"Dec 15, 2021 AMC","Nov 4, 2021",0.11,899
larrylai,larrylai,ADBE,Q4 2021,"Dec 16, 2021 AMC","Nov 22, 2021",3.26,"4,165"
larrylai,larrylai,BB,Q3 2022,"Dec 16, 2021 AMC","Nov 22, 2021",-0.06,179.1
larrylai,larrylai,DRI,Q2 2022,"Dec 17, 2021 BMO","Nov 5, 2021",1.48,"2,234"
larrylai,larrylai,NKE,Q2 2022,"Dec 20, 2021 AMC","Nov 17, 2021",0.73,"11,510"
Stephanie Benjamin,Suntrust_105,LSTR,Q4 2021,"Jan 26, 2022 AMC","Oct 21, 2021 47 days ago",2.6,"1,726"
Stephanie Benjamin,Suntrust_105,MNRO,Q3 2022,"Feb 3, 2022 BMO","Jul 28, 2021 132 days ago",0.48,334
Stephanie Benjamin,Suntrust_105,SAIA,Q4 2021,"Feb 4, 2022 BMO","Jul 29, 2021 131 days ago",1.95,538
Stephanie Benjamin,Suntrust_105,AN,Q4 2021,"Feb 4, 2022 BMO","Oct 21, 2021 47 days ago",5.25,"6,512"
Stephanie Benjamin,Suntrust_105,ABG,Q4 2021,"Feb 8, 2022 BMO","Oct 4, 2021 64 days ago",7.65,"3,069"
Stephanie Benjamin,Suntrust_105,VVV,Q1 2022,"Feb 9, 2022 AMC","Aug 5, 2021 124 days ago",0.43,780
Stephanie Benjamin,Suntrust_105,PAG,Q4 2021,"Feb 10, 2022 BMO","Oct 7, 2021 61 days ago",3.29,"6,418"
Stephanie Benjamin,Suntrust_105,R,Q4 2021,"Feb 16, 2022 BMO","Jul 29, 2021 132 days ago",1.85,"2,375"
Stephanie Benjamin,Suntrust_105,KAR,Q4 2021,"Feb 22, 2022 AMC","Sep 22, 2021 76 days ago",,489
Stephanie Benjamin,Suntrust_105,CPRT,Q2 2022,"Feb 22, 2022 AMC","Sep 9, 2021 89 days ago",0.92,714
Stephanie Benjamin,Suntrust_105,XPO,Q4 2021,"Feb 23, 2022 AMC","Aug 26, 2021 103 days ago",1.01,"2,975"
Stephanie Benjamin,Suntrust_105,LKQ,Q4 2021,"Feb 24, 2022 BMO","Jul 30, 2021 130 days ago",0.71,"3,079"
Stephanie Benjamin,Suntrust_105,AAWW,Q4 2021,"Feb 24, 2022 BMO","Aug 5, 2021 124 days ago",4.53,"1,035"
Stephanie Benjamin,Suntrust_105,ATSG,Q4 2021,"Mar 7, 2022 AMC","Aug 6, 2021 123 days ago",0.57,466
Stephanie Benjamin,Suntrust_105,IAA,Q4 2021,"Mar 23, 2022 BMO","Aug 3, 2021 126 days ago",,414
Stephanie Benjamin,Suntrust_105,AN,Q1 2022,"Apr 21, 2022 BMO","Oct 21, 2021 47 days ago",4.86,"6,567"
Stephanie Benjamin,Suntrust_105,ABG,Q1 2022,"Apr 26, 2022 BMO","Oct 4, 2021 64 days ago",6.91,"4,010"
Stephanie Benjamin,Suntrust_105,SAIA,Q1 2022,"Apr 27, 2022 BMO","Jul 29, 2021 131 days ago",1.93,539
Stephanie Benjamin,Suntrust_105,PAG,Q1 2022,"Apr 27, 2022 BMO","Oct 7, 2021 61 days ago",3.01,"6,413"
Stephanie Benjamin,Suntrust_105,LSTR,Q1 2022,"Apr 27, 2022 AMC","Oct 21, 2021 47 days ago",2.37,"1,579"
Stephanie Benjamin,Suntrust_105,VVV,Q2 2022,"Apr 27, 2022 AMC","Aug 5, 2021 124 days ago",0.49,779
Stephanie Benjamin,Suntrust_105,LKQ,Q1 2022,"Apr 28, 2022 BMO","Jul 30, 2021 130 days ago",0.9,"3,260"
Stephanie Benjamin,Suntrust_105,AAWW,Q1 2022,"May 4, 2022 BMO","Oct 4, 2021 64 days ago",2.05,937
Stephanie Benjamin,Suntrust_105,XPO,Q1 2022,"May 4, 2022 AMC","Aug 26, 2021 103 days ago",1.04,"3,071"
Stephanie Benjamin,Suntrust_105,ATSG,Q1 2022,"May 10, 2022 AMC","Aug 6, 2021 123 days ago",0.4,429
Stephanie Benjamin,Suntrust_105,IAA,Q1 2022,"May 11, 2022 BMO","Aug 3, 2021 126 days ago",,422
Stephanie Benjamin,Suntrust_105,MNRO,Q4 2022,"May 19, 2022 BMO","Jul 28, 2021 132 days ago",0.41,321
Stephanie Benjamin,Suntrust_105,CPRT,Q3 2022,"May 25, 2022 AMC","Sep 9, 2021 89 days ago",0.98,748
Stephanie Benjamin,Suntrust_105,ABG,Q2 2022,"Jul 26, 2022 BMO","Oct 4, 2021 64 days ago",7.13,"4,145"
Stephanie Benjamin,Suntrust_105,LSTR,Q2 2022,"Jul 27, 2022 AMC","Oct 21, 2021 47 days ago",2.49,"1,593"
Stephanie Benjamin,Suntrust_105,AN,Q2 2022,"Jul 28, 2022 BMO","Oct 21, 2021 47 days ago",5.12,"7,100"
Stephanie Benjamin,Suntrust_105,LKQ,Q2 2022,"Jul 28, 2022 BMO","Jul 30, 2021 130 days ago",0.98,"3,457"
Stephanie Benjamin,Suntrust_105,PAG,Q2 2022,"Jul 28, 2022 BMO","Oct 7, 2021 61 days ago",2.91,"6,537"
Stephanie Benjamin,Suntrust_105,SAIA,Q2 2022,"Jul 29, 2022 BMO","Jul 29, 2021 131 days ago",2.63,591
Stephanie Benjamin,Suntrust_105,XPO,Q2 2022,"Aug 3, 2022 AMC","Aug 26, 2021 103 days ago",1.25,"3,265"
Stephanie Benjamin,Suntrust_105,VVV,Q3 2022,"Aug 3, 2022 AMC","Aug 5, 2021 124 days ago",0.59,818
Stephanie Benjamin,Suntrust_105,AAWW,Q2 2022,"Aug 4, 2022 BMO","Oct 4, 2021 64 days ago",2.43,971
Stephanie Benjamin,Suntrust_105,ATSG,Q2 2022,"Aug 8, 2022 AMC","Aug 6, 2021 123 days ago",0.41,436
Stephanie Benjamin,Suntrust_105,IAA,Q2 2022,"Aug 16, 2022 BMO","Aug 3, 2021 126 days ago",,436
Stephanie Benjamin,Suntrust_105,CPRT,Q4 2022,"Sep 20, 2022 AMC","Sep 9, 2021 89 days ago",0.97,750
Stephanie Benjamin,Suntrust_105,ABG,Q3 2022,"Oct 25, 2022 BMO","Oct 4, 2021 64 days ago",6.51,"4,038"
Stephanie Benjamin,Suntrust_105,PAG,Q3 2022,"Oct 26, 2022 BMO","Oct 7, 2021 61 days ago",2.68,"6,527"
Stephanie Benjamin,Suntrust_105,LSTR,Q3 2022,"Oct 26, 2022 AMC","Oct 21, 2021 47 days ago",2.39,"1,526"
Stephanie Benjamin,Suntrust_105,LKQ,Q3 2022,"Oct 27, 2022 BMO","Jul 30, 2021 130 days ago",0.96,"3,317"
Stephanie Benjamin,Suntrust_105,SAIA,Q3 2022,"Oct 27, 2022 BMO","Jul 29, 2021 131 days ago",2.52,589
Stephanie Benjamin,Suntrust_105,AN,Q3 2022,"Nov 1, 2022 BMO","Oct 21, 2021 47 days ago",4.39,"6,879"
Stephanie Benjamin,Suntrust_105,XPO,Q3 2022,"Nov 2, 2022 AMC","Aug 26, 2021 103 days ago",1.13,"3,171"
Stephanie Benjamin,Suntrust_105,AAWW,Q3 2022,"Nov 3, 2022 BMO","Oct 4, 2021 64 days ago",2.42,961
Stephanie Benjamin,Suntrust_105,ATSG,Q3 2022,"Nov 3, 2022 AMC","Aug 6, 2021 123 days ago",0.43,445
Stephanie Benjamin,Suntrust_105,VVV,Q4 2022,"Nov 9, 2022 AMC","Aug 5, 2021 124 days ago",0.59,834
Michael H,mikesmurf,MTN,Q1 2022,"Dec 9, 2021 AMC","Nov 5, 2021",-3.5,199.03
Michael H,mikesmurf,GRUB,Q3 2021,"Dec 10, 2021 AMC","Nov 3, 2021",-0.06,578.67
Michael H,mikesmurf,TAL,Q2 2022,"Dec 13, 2021 BMO","Nov 7, 2021",0.01,"1,358"
Michael H,mikesmurf,TCOM,Q3 2021,"Dec 15, 2021 AMC","Nov 5, 2021",0.06,855.52
Michael H,mikesmurf,CAKE,Q4 2021,"Feb 23, 2022 AMC","Nov 3, 2021",0.76,788.7
Michael H,mikesmurf,APA,Q4 2021,"Feb 24, 2022 AMC","Nov 3, 2021",1.41,"1,920"
Michael H,mikesmurf,BKNG,Q4 2021,"Mar 2, 2022 AMC","Nov 3, 2021",15,"2,900"
Philip Mascherino,Megaannum,EDU,Q4 2021,"Dec 13, 2021 BMO","Sep 26, 2021 72 days ago",0.04,"1,146"
Philip Mascherino,Megaannum,UPS,Q4 2021,"Feb 1, 2022 BMO","Oct 26, 2021",2.98,"26,850"
Philip Mascherino,Megaannum,PINS,Q4 2021,"Feb 10, 2022 AMC","Nov 29, 2021",0.51,838
Philip Mascherino,Megaannum,DOCU,Q4 2022,"Mar 17, 2022 AMC","Mar 26, 2021 256 days ago",1.09,750
David Hynes Jr.,Canaccord_188,TEAM,Q2 2022,"Jan 20, 2022 AMC","Oct 28, 2021",0.42,645
David Hynes Jr.,Canaccord_188,NOW,Q4 2021,"Jan 26, 2022 AMC","Oct 27, 2021",1.42,"1,608"
David Hynes Jr.,Canaccord_188,DT,Q3 2022,"Feb 2, 2022 BMO","Oct 27, 2021",,235
David Hynes Jr.,Canaccord_188,ZEN,Q4 2021,"Feb 8, 2022 AMC","Oct 28, 2021",0.26,371.76
David Hynes Jr.,Canaccord_188,AAIC,Q4 2021,"Feb 8, 2022 AMC","Jan 4, 2021 337 days ago",-0.17,48.18
